States,District,Transaction_Year,Quarters,registeredUsers
goa,north goa,2018,4,121001
goa,south goa,2018,4,74349
goa,north goa,2019,1,147802
goa,south goa,2019,1,90350
goa,north goa,2019,2,173002
goa,south goa,2019,2,105938
goa,north goa,2019,3,197361
goa,south goa,2019,3,119833
goa,north goa,2019,4,220385
goa,south goa,2019,4,133161
goa,north goa,2020,1,244309
goa,south goa,2020,1,147591
goa,north goa,2020,2,267533
goa,south goa,2020,2,163106
goa,north goa,2020,3,294195
goa,south goa,2020,3,180767
goa,north goa,2020,4,326479
goa,south goa,2020,4,201105
goa,north goa,2021,1,352593
goa,south goa,2021,1,217442
goa,north goa,2021,2,376703
goa,south goa,2021,2,232403
goa,north goa,2021,3,403952
goa,south goa,2021,3,249506
goa,north goa,2021,4,430814
goa,south goa,2021,4,266364
goa,north goa,2022,1,456250
goa,south goa,2022,1,282378
goa,north goa,2022,2,480353
goa,south goa,2022,2,297426
goa,north goa,2022,3,504946
goa,south goa,2022,3,312884
goa,north goa,2022,4,527826
goa,south goa,2022,4,327376
gujarat,ahmadabad,2018,1,572811
gujarat,surat,2018,1,489852
gujarat,vadodara,2018,1,205722
gujarat,rajkot,2018,1,133017
gujarat,gandhinagar,2018,1,118201
gujarat,bharuch,2018,1,101575
gujarat,kachchh,2018,1,97838
gujarat,mahesana,2018,1,97004
gujarat,banas kantha,2018,1,93506
gujarat,bhavnagar,2018,1,87683
gujarat,ahmadabad,2018,2,751746
gujarat,surat,2018,2,652372
gujarat,vadodara,2018,2,271730
gujarat,rajkot,2018,2,174778
gujarat,gandhinagar,2018,2,155539
gujarat,bharuch,2018,2,134500
gujarat,kachchh,2018,2,128064
gujarat,mahesana,2018,2,127614
gujarat,banas kantha,2018,2,125849
gujarat,bhavnagar,2018,2,115812
gujarat,ahmadabad,2018,3,919252
gujarat,surat,2018,3,808005
gujarat,vadodara,2018,3,335125
gujarat,rajkot,2018,3,215459
gujarat,gandhinagar,2018,3,190882
gujarat,bharuch,2018,3,169322
gujarat,banas kantha,2018,3,159591
gujarat,kachchh,2018,3,158762
gujarat,mahesana,2018,3,157274
gujarat,bhavnagar,2018,3,141243
gujarat,ahmadabad,2018,4,1212636
gujarat,surat,2018,4,998807
gujarat,vadodara,2018,4,421895
gujarat,rajkot,2018,4,260602
gujarat,gandhinagar,2018,4,242368
gujarat,bharuch,2018,4,211843
gujarat,banas kantha,2018,4,197774
gujarat,kachchh,2018,4,195295
gujarat,mahesana,2018,4,192493
gujarat,bhavnagar,2018,4,173699
gujarat,ahmadabad,2019,1,1450100
gujarat,surat,2019,1,1180819
gujarat,vadodara,2019,1,502520
gujarat,rajkot,2019,1,304415
gujarat,gandhinagar,2019,1,291858
gujarat,bharuch,2019,1,252826
gujarat,banas kantha,2019,1,239613
gujarat,kachchh,2019,1,231871
gujarat,mahesana,2019,1,230403
gujarat,valsad,2019,1,209477
gujarat,ahmadabad,2019,2,1656341
gujarat,surat,2019,2,1338584
gujarat,vadodara,2019,2,572031
gujarat,rajkot,2019,2,345178
gujarat,gandhinagar,2019,2,333056
gujarat,bharuch,2019,2,284296
gujarat,banas kantha,2019,2,271379
gujarat,kachchh,2019,2,261458
gujarat,mahesana,2019,2,259949
gujarat,valsad,2019,2,238764
gujarat,ahmadabad,2019,3,1848860
gujarat,surat,2019,3,1481391
gujarat,vadodara,2019,3,637678
gujarat,rajkot,2019,3,384852
gujarat,gandhinagar,2019,3,372464
gujarat,bharuch,2019,3,315856
gujarat,banas kantha,2019,3,301373
gujarat,mahesana,2019,3,286652
gujarat,kachchh,2019,3,285519
gujarat,valsad,2019,3,266134
gujarat,ahmadabad,2019,4,2015947
gujarat,surat,2019,4,1624077
gujarat,vadodara,2019,4,700817
gujarat,rajkot,2019,4,426178
gujarat,gandhinagar,2019,4,408526
gujarat,bharuch,2019,4,350619
gujarat,banas kantha,2019,4,339582
gujarat,mahesana,2019,4,316985
gujarat,kachchh,2019,4,314732
gujarat,valsad,2019,4,296977
gujarat,ahmadabad,2020,1,2185983
gujarat,surat,2020,1,1772703
gujarat,vadodara,2020,1,763969
gujarat,rajkot,2020,1,469636
gujarat,gandhinagar,2020,1,445290
gujarat,banas kantha,2020,1,386212
gujarat,bharuch,2020,1,384819
gujarat,mahesana,2020,1,349897
gujarat,kachchh,2020,1,347270
gujarat,valsad,2020,1,330053
gujarat,ahmadabad,2020,2,2384154
gujarat,surat,2020,2,1935894
gujarat,vadodara,2020,2,830759
gujarat,rajkot,2020,2,522650
gujarat,gandhinagar,2020,2,488351
gujarat,banas kantha,2020,2,446603
gujarat,bharuch,2020,2,423017
gujarat,mahesana,2020,2,389562
gujarat,kachchh,2020,2,385480
gujarat,valsad,2020,2,372771
gujarat,ahmadabad,2020,3,2580178
gujarat,surat,2020,3,2092712
gujarat,vadodara,2020,3,901492
gujarat,rajkot,2020,3,573062
gujarat,gandhinagar,2020,3,529771
gujarat,banas kantha,2020,3,501471
gujarat,bharuch,2020,3,462292
gujarat,mahesana,2020,3,427950
gujarat,kachchh,2020,3,423729
gujarat,valsad,2020,3,410740
gujarat,ahmadabad,2020,4,2787991
gujarat,surat,2020,4,2278232
gujarat,vadodara,2020,4,980658
gujarat,rajkot,2020,4,627654
gujarat,gandhinagar,2020,4,572461
gujarat,banas kantha,2020,4,551645
gujarat,bharuch,2020,4,508005
gujarat,kachchh,2020,4,466855
gujarat,mahesana,2020,4,464932
gujarat,valsad,2020,4,452628
gujarat,ahmadabad,2021,1,2999575
gujarat,surat,2021,1,2458596
gujarat,vadodara,2021,1,1053954
gujarat,rajkot,2021,1,677301
gujarat,gandhinagar,2021,1,615315
gujarat,banas kantha,2021,1,598384
gujarat,bharuch,2021,1,548541
gujarat,kachchh,2021,1,505517
gujarat,mahesana,2021,1,500511
gujarat,valsad,2021,1,489062
gujarat,ahmadabad,2021,2,3209841
gujarat,surat,2021,2,2633443
gujarat,vadodara,2021,2,1127636
gujarat,rajkot,2021,2,726817
gujarat,gandhinagar,2021,2,658428
gujarat,banas kantha,2021,2,645073
gujarat,bharuch,2021,2,588777
gujarat,kachchh,2021,2,543585
gujarat,mahesana,2021,2,536645
gujarat,valsad,2021,2,524614
gujarat,ahmadabad,2021,3,3445024
gujarat,surat,2021,3,2830392
gujarat,vadodara,2021,3,1210266
gujarat,rajkot,2021,3,782611
gujarat,gandhinagar,2021,3,706654
gujarat,banas kantha,2021,3,698841
gujarat,bharuch,2021,3,634589
gujarat,kachchh,2021,3,587589
gujarat,mahesana,2021,3,578072
gujarat,valsad,2021,3,565423
gujarat,ahmadabad,2021,4,3679243
gujarat,surat,2021,4,3026960
gujarat,vadodara,2021,4,1292097
gujarat,rajkot,2021,4,837869
gujarat,gandhinagar,2021,4,754369
gujarat,banas kantha,2021,4,751116
gujarat,bharuch,2021,4,679705
gujarat,kachchh,2021,4,630878
gujarat,mahesana,2021,4,618376
gujarat,valsad,2021,4,605655
gujarat,ahmadabad,2022,1,3897869
gujarat,surat,2022,1,3210535
gujarat,vadodara,2022,1,1368210
gujarat,rajkot,2022,1,889499
gujarat,banas kantha,2022,1,802470
gujarat,gandhinagar,2022,1,799301
gujarat,bharuch,2022,1,722367
gujarat,kachchh,2022,1,671465
gujarat,mahesana,2022,1,656908
gujarat,valsad,2022,1,643742
gujarat,ahmadabad,2022,2,4105172
gujarat,surat,2022,2,3385398
gujarat,vadodara,2022,2,1440949
gujarat,rajkot,2022,2,937863
gujarat,banas kantha,2022,2,849884
gujarat,gandhinagar,2022,2,841732
gujarat,bharuch,2022,2,762752
gujarat,kachchh,2022,2,709339
gujarat,mahesana,2022,2,692794
gujarat,valsad,2022,2,679340
gujarat,ahmadabad,2022,3,4319512
gujarat,surat,2022,3,3567767
gujarat,vadodara,2022,3,1515556
gujarat,rajkot,2022,3,986904
gujarat,banas kantha,2022,3,896869
gujarat,gandhinagar,2022,3,885535
gujarat,bharuch,2022,3,803845
gujarat,kachchh,2022,3,747079
gujarat,mahesana,2022,3,729723
gujarat,valsad,2022,3,716467
gujarat,ahmadabad,2022,4,4530853
gujarat,surat,2022,4,3747780
gujarat,vadodara,2022,4,1587831
gujarat,rajkot,2022,4,1033159
gujarat,banas kantha,2022,4,939693
gujarat,gandhinagar,2022,4,927585
gujarat,bharuch,2022,4,842519
gujarat,kachchh,2022,4,781383
gujarat,mahesana,2022,4,763693
gujarat,valsad,2022,4,751767
haryana,gurugram,2018,1,474081
haryana,faridabad,2018,1,231504
haryana,hisar,2018,1,113872
haryana,rewari,2018,1,85350
haryana,sonipat,2018,1,79638
haryana,panipat,2018,1,74739
haryana,karnal,2018,1,73612
haryana,sirsa,2018,1,70800
haryana,rohtak,2018,1,62452
haryana,bhiwani,2018,1,57585
haryana,gurugram,2018,2,621718
haryana,faridabad,2018,2,306358
haryana,hisar,2018,2,147599
haryana,rewari,2018,2,113056
haryana,sonipat,2018,2,106837
haryana,panipat,2018,2,101243
haryana,karnal,2018,2,98276
haryana,sirsa,2018,2,91908
haryana,rohtak,2018,2,82822
haryana,bhiwani,2018,2,75485
haryana,gurugram,2018,3,767369
haryana,faridabad,2018,3,383316
haryana,hisar,2018,3,176380
haryana,rewari,2018,3,138368
haryana,sonipat,2018,3,132705
haryana,panipat,2018,3,124290
haryana,karnal,2018,3,121471
haryana,sirsa,2018,3,109165
haryana,rohtak,2018,3,101649
haryana,ambala,2018,3,92472
haryana,gurugram,2018,4,967781
haryana,faridabad,2018,4,521996
haryana,hisar,2018,4,210671
haryana,rewari,2018,4,172035
haryana,sonipat,2018,4,165599
haryana,panipat,2018,4,153137
haryana,karnal,2018,4,149062
haryana,sirsa,2018,4,127874
haryana,rohtak,2018,4,124365
haryana,jhajjar,2018,4,114488
haryana,gurugram,2019,1,1159832
haryana,faridabad,2019,1,634024
haryana,hisar,2019,1,245236
haryana,rewari,2019,1,207051
haryana,sonipat,2019,1,199593
haryana,panipat,2019,1,181548
haryana,karnal,2019,1,177042
haryana,rohtak,2019,1,147392
haryana,sirsa,2019,1,146936
haryana,palwal,2019,1,141953
haryana,gurugram,2019,2,1307319
haryana,faridabad,2019,2,716593
haryana,hisar,2019,2,277720
haryana,rewari,2019,2,238349
haryana,sonipat,2019,2,230883
haryana,panipat,2019,2,208172
haryana,karnal,2019,2,204255
haryana,rohtak,2019,2,169372
haryana,palwal,2019,2,165665
haryana,sirsa,2019,2,163468
haryana,gurugram,2019,3,1447473
haryana,faridabad,2019,3,792884
haryana,hisar,2019,3,308179
haryana,rewari,2019,3,266893
haryana,sonipat,2019,3,261554
haryana,panipat,2019,3,235346
haryana,karnal,2019,3,230603
haryana,rohtak,2019,3,190137
haryana,palwal,2019,3,188217
haryana,jhajjar,2019,3,185095
haryana,gurugram,2019,4,1574240
haryana,faridabad,2019,4,862595
haryana,hisar,2019,4,339753
haryana,rewari,2019,4,294161
haryana,sonipat,2019,4,291479
haryana,panipat,2019,4,262435
haryana,karnal,2019,4,255280
haryana,rohtak,2019,4,209750
haryana,palwal,2019,4,209434
haryana,jhajjar,2019,4,206377
haryana,gurugram,2020,1,1700505
haryana,faridabad,2020,1,935992
haryana,hisar,2020,1,382469
haryana,sonipat,2020,1,325111
haryana,rewari,2020,1,323001
haryana,panipat,2020,1,293916
haryana,karnal,2020,1,283270
haryana,palwal,2020,1,233542
haryana,rohtak,2020,1,231317
haryana,jhajjar,2020,1,230059
haryana,gurugram,2020,2,1809777
haryana,faridabad,2020,2,1010271
haryana,hisar,2020,2,417164
haryana,sonipat,2020,2,362890
haryana,rewari,2020,2,354024
haryana,panipat,2020,2,324833
haryana,karnal,2020,2,313828
haryana,palwal,2020,2,259528
haryana,jhajjar,2020,2,256581
haryana,rohtak,2020,2,254647
haryana,gurugram,2020,3,1949331
haryana,faridabad,2020,3,1094570
haryana,hisar,2020,3,453910
haryana,sonipat,2020,3,402001
haryana,rewari,2020,3,388025
haryana,panipat,2020,3,357830
haryana,karnal,2020,3,344289
haryana,palwal,2020,3,285223
haryana,jhajjar,2020,3,284852
haryana,rohtak,2020,3,280325
haryana,gurugram,2020,4,2104240
haryana,faridabad,2020,4,1182635
haryana,hisar,2020,4,490971
haryana,sonipat,2020,4,441088
haryana,rewari,2020,4,421106
haryana,panipat,2020,4,391952
haryana,karnal,2020,4,374733
haryana,jhajjar,2020,4,313144
haryana,palwal,2020,4,310698
haryana,rohtak,2020,4,305922
haryana,gurugram,2021,1,2262589
haryana,faridabad,2021,1,1272506
haryana,hisar,2021,1,526528
haryana,sonipat,2021,1,475192
haryana,rewari,2021,1,453500
haryana,panipat,2021,1,423131
haryana,karnal,2021,1,402850
haryana,jhajjar,2021,1,337303
haryana,palwal,2021,1,335048
haryana,rohtak,2021,1,329147
haryana,gurugram,2021,2,2416391
haryana,faridabad,2021,2,1360855
haryana,hisar,2021,2,564047
haryana,sonipat,2021,2,510058
haryana,rewari,2021,2,485784
haryana,panipat,2021,2,454218
haryana,karnal,2021,2,432042
haryana,jhajjar,2021,2,362160
haryana,palwal,2021,2,359544
haryana,rohtak,2021,2,353305
haryana,gurugram,2021,3,2589324
haryana,faridabad,2021,3,1459758
haryana,hisar,2021,3,606513
haryana,sonipat,2021,3,549613
haryana,rewari,2021,3,522734
haryana,panipat,2021,3,489226
haryana,karnal,2021,3,464990
haryana,jhajjar,2021,3,390612
haryana,palwal,2021,3,387557
haryana,rohtak,2021,3,380370
haryana,gurugram,2021,4,2764490
haryana,faridabad,2021,4,1559756
haryana,hisar,2021,4,648827
haryana,sonipat,2021,4,588700
haryana,rewari,2021,4,559494
haryana,panipat,2021,4,523678
haryana,karnal,2021,4,497166
haryana,jhajjar,2021,4,418950
haryana,palwal,2021,4,415495
haryana,rohtak,2021,4,407245
haryana,gurugram,2022,1,2929873
haryana,faridabad,2022,1,1654074
haryana,hisar,2022,1,689980
haryana,sonipat,2022,1,626016
haryana,rewari,2022,1,595001
haryana,panipat,2022,1,556104
haryana,karnal,2022,1,527415
haryana,jhajjar,2022,1,445888
haryana,palwal,2022,1,441872
haryana,rohtak,2022,1,432623
haryana,gurugram,2022,2,3088176
haryana,faridabad,2022,2,1743764
haryana,hisar,2022,2,727942
haryana,sonipat,2022,2,661278
haryana,rewari,2022,2,628614
haryana,panipat,2022,2,587006
haryana,karnal,2022,2,555939
haryana,jhajjar,2022,2,471357
haryana,palwal,2022,2,466861
haryana,rohtak,2022,2,456537
haryana,gurugram,2022,3,3251792
haryana,faridabad,2022,3,1837594
haryana,hisar,2022,3,766206
haryana,sonipat,2022,3,697349
haryana,rewari,2022,3,663418
haryana,panipat,2022,3,618937
haryana,karnal,2022,3,584928
haryana,jhajjar,2022,3,497580
haryana,palwal,2022,3,492837
haryana,rohtak,2022,3,481082
haryana,gurugram,2022,4,3416098
haryana,faridabad,2022,4,1930743
haryana,hisar,2022,4,801156
haryana,sonipat,2022,4,731324
haryana,rewari,2022,4,696113
haryana,panipat,2022,4,649292
haryana,karnal,2022,4,611868
haryana,jhajjar,2022,4,521692
haryana,palwal,2022,4,516553
haryana,rohtak,2022,4,504058
himachal-pradesh,solan,2018,1,50035
himachal-pradesh,kangra,2018,1,39016
himachal-pradesh,shimla,2018,1,28214
himachal-pradesh,mandi,2018,1,26238
himachal-pradesh,sirmaur,2018,1,15880
himachal-pradesh,hamirpur,2018,1,15614
himachal-pradesh,kullu,2018,1,15318
himachal-pradesh,una,2018,1,13234
himachal-pradesh,bilaspur,2018,1,11975
himachal-pradesh,chamba,2018,1,8678
himachal-pradesh,solan,2018,2,68950
himachal-pradesh,kangra,2018,2,54828
himachal-pradesh,shimla,2018,2,38590
himachal-pradesh,mandi,2018,2,36126
himachal-pradesh,sirmaur,2018,2,22379
himachal-pradesh,hamirpur,2018,2,21374
himachal-pradesh,kullu,2018,2,21077
himachal-pradesh,una,2018,2,18691
himachal-pradesh,bilaspur,2018,2,16531
himachal-pradesh,chamba,2018,2,12259
himachal-pradesh,solan,2018,3,88724
himachal-pradesh,kangra,2018,3,71494
himachal-pradesh,shimla,2018,3,49820
himachal-pradesh,mandi,2018,3,45876
himachal-pradesh,sirmaur,2018,3,28959
himachal-pradesh,hamirpur,2018,3,27915
himachal-pradesh,kullu,2018,3,26840
himachal-pradesh,una,2018,3,24952
himachal-pradesh,bilaspur,2018,3,21030
himachal-pradesh,chamba,2018,3,16157
himachal-pradesh,solan,2018,4,113278
himachal-pradesh,kangra,2018,4,92887
himachal-pradesh,shimla,2018,4,64640
himachal-pradesh,mandi,2018,4,58526
himachal-pradesh,sirmaur,2018,4,38194
himachal-pradesh,hamirpur,2018,4,35979
himachal-pradesh,kullu,2018,4,34719
himachal-pradesh,una,2018,4,32451
himachal-pradesh,bilaspur,2018,4,26517
himachal-pradesh,chamba,2018,4,21538
himachal-pradesh,solan,2019,1,139300
himachal-pradesh,kangra,2019,1,115120
himachal-pradesh,shimla,2019,1,80651
himachal-pradesh,mandi,2019,1,72963
himachal-pradesh,sirmaur,2019,1,47638
himachal-pradesh,hamirpur,2019,1,44206
himachal-pradesh,kullu,2019,1,43436
himachal-pradesh,una,2019,1,40315
himachal-pradesh,bilaspur,2019,1,32537
himachal-pradesh,chamba,2019,1,27481
himachal-pradesh,solan,2019,2,159989
himachal-pradesh,kangra,2019,2,139517
himachal-pradesh,shimla,2019,2,96928
himachal-pradesh,mandi,2019,2,86701
himachal-pradesh,sirmaur,2019,2,55409
himachal-pradesh,kullu,2019,2,51977
himachal-pradesh,hamirpur,2019,2,51669
himachal-pradesh,una,2019,2,47644
himachal-pradesh,bilaspur,2019,2,38131
himachal-pradesh,chamba,2019,2,33377
himachal-pradesh,solan,2019,3,178922
himachal-pradesh,kangra,2019,3,160161
himachal-pradesh,shimla,2019,3,110575
himachal-pradesh,mandi,2019,3,98589
himachal-pradesh,sirmaur,2019,3,62048
himachal-pradesh,kullu,2019,3,59192
himachal-pradesh,hamirpur,2019,3,58950
himachal-pradesh,una,2019,3,54164
himachal-pradesh,bilaspur,2019,3,43115
himachal-pradesh,chamba,2019,3,37974
himachal-pradesh,solan,2019,4,198962
himachal-pradesh,kangra,2019,4,181133
himachal-pradesh,shimla,2019,4,124960
himachal-pradesh,mandi,2019,4,111017
himachal-pradesh,sirmaur,2019,4,69583
himachal-pradesh,kullu,2019,4,66640
himachal-pradesh,hamirpur,2019,4,66179
himachal-pradesh,una,2019,4,61055
himachal-pradesh,bilaspur,2019,4,48453
himachal-pradesh,chamba,2019,4,43715
himachal-pradesh,solan,2020,1,220293
himachal-pradesh,kangra,2020,1,205367
himachal-pradesh,shimla,2020,1,139890
himachal-pradesh,mandi,2020,1,124971
himachal-pradesh,sirmaur,2020,1,77972
himachal-pradesh,kullu,2020,1,74668
himachal-pradesh,hamirpur,2020,1,73945
himachal-pradesh,una,2020,1,68564
himachal-pradesh,bilaspur,2020,1,54024
himachal-pradesh,chamba,2020,1,50169
himachal-pradesh,solan,2020,2,243732
himachal-pradesh,kangra,2020,2,235773
himachal-pradesh,shimla,2020,2,156539
himachal-pradesh,mandi,2020,2,142668
himachal-pradesh,sirmaur,2020,2,88117
himachal-pradesh,hamirpur,2020,2,84216
himachal-pradesh,kullu,2020,2,82616
himachal-pradesh,una,2020,2,78363
himachal-pradesh,bilaspur,2020,2,61050
himachal-pradesh,chamba,2020,2,58362
himachal-pradesh,solan,2020,3,265701
himachal-pradesh,kangra,2020,3,261293
himachal-pradesh,shimla,2020,3,172418
himachal-pradesh,mandi,2020,3,158237
himachal-pradesh,sirmaur,2020,3,97464
himachal-pradesh,hamirpur,2020,3,93465
himachal-pradesh,kullu,2020,3,90699
himachal-pradesh,una,2020,3,86177
himachal-pradesh,bilaspur,2020,3,67233
himachal-pradesh,chamba,2020,3,65214
himachal-pradesh,solan,2020,4,289889
himachal-pradesh,kangra,2020,4,285210
himachal-pradesh,shimla,2020,4,189005
himachal-pradesh,mandi,2020,4,173403
himachal-pradesh,sirmaur,2020,4,107144
himachal-pradesh,hamirpur,2020,4,101825
himachal-pradesh,kullu,2020,4,99814
himachal-pradesh,una,2020,4,93778
himachal-pradesh,bilaspur,2020,4,73296
himachal-pradesh,chamba,2020,4,72124
himachal-pradesh,solan,2021,1,312360
himachal-pradesh,kangra,2021,1,306531
himachal-pradesh,shimla,2021,1,202911
himachal-pradesh,mandi,2021,1,186340
himachal-pradesh,sirmaur,2021,1,115705
himachal-pradesh,hamirpur,2021,1,109372
himachal-pradesh,kullu,2021,1,107536
himachal-pradesh,una,2021,1,100832
himachal-pradesh,bilaspur,2021,1,78663
himachal-pradesh,chamba,2021,1,77599
himachal-pradesh,solan,2021,2,334716
himachal-pradesh,kangra,2021,2,329232
himachal-pradesh,shimla,2021,2,218068
himachal-pradesh,mandi,2021,2,200277
himachal-pradesh,sirmaur,2021,2,124764
himachal-pradesh,hamirpur,2021,2,117381
himachal-pradesh,kullu,2021,2,115278
himachal-pradesh,una,2021,2,108338
himachal-pradesh,bilaspur,2021,2,84508
himachal-pradesh,chamba,2021,2,83542
himachal-pradesh,solan,2021,3,360324
himachal-pradesh,kangra,2021,3,355274
himachal-pradesh,shimla,2021,3,235163
himachal-pradesh,mandi,2021,3,216188
himachal-pradesh,sirmaur,2021,3,134870
himachal-pradesh,hamirpur,2021,3,126753
himachal-pradesh,kullu,2021,3,124078
himachal-pradesh,una,2021,3,116973
himachal-pradesh,bilaspur,2021,3,91291
himachal-pradesh,chamba,2021,3,90344
himachal-pradesh,solan,2021,4,385901
himachal-pradesh,kangra,2021,4,380492
himachal-pradesh,shimla,2021,4,251745
himachal-pradesh,mandi,2021,4,231360
himachal-pradesh,sirmaur,2021,4,144716
himachal-pradesh,hamirpur,2021,4,135670
himachal-pradesh,kullu,2021,4,132702
himachal-pradesh,una,2021,4,125192
himachal-pradesh,bilaspur,2021,4,97687
himachal-pradesh,chamba,2021,4,96745
himachal-pradesh,solan,2022,1,410487
himachal-pradesh,kangra,2022,1,405048
himachal-pradesh,shimla,2022,1,267642
himachal-pradesh,mandi,2022,1,246307
himachal-pradesh,sirmaur,2022,1,154267
himachal-pradesh,hamirpur,2022,1,144434
himachal-pradesh,kullu,2022,1,141024
himachal-pradesh,una,2022,1,133249
himachal-pradesh,bilaspur,2022,1,104121
himachal-pradesh,chamba,2022,1,103270
himachal-pradesh,solan,2022,2,433753
himachal-pradesh,kangra,2022,2,427676
himachal-pradesh,shimla,2022,2,282560
himachal-pradesh,mandi,2022,2,260233
himachal-pradesh,sirmaur,2022,2,163150
himachal-pradesh,hamirpur,2022,2,152759
himachal-pradesh,kullu,2022,2,148844
himachal-pradesh,una,2022,2,140791
himachal-pradesh,bilaspur,2022,2,110019
himachal-pradesh,chamba,2022,2,109087
himachal-pradesh,solan,2022,3,457393
himachal-pradesh,kangra,2022,3,449619
himachal-pradesh,shimla,2022,3,296508
himachal-pradesh,mandi,2022,3,273475
himachal-pradesh,sirmaur,2022,3,171743
himachal-pradesh,hamirpur,2022,3,160759
himachal-pradesh,kullu,2022,3,156387
himachal-pradesh,una,2022,3,148148
himachal-pradesh,bilaspur,2022,3,115654
himachal-pradesh,chamba,2022,3,114576
himachal-pradesh,solan,2022,4,479537
himachal-pradesh,kangra,2022,4,468410
himachal-pradesh,shimla,2022,4,308448
himachal-pradesh,mandi,2022,4,284425
himachal-pradesh,sirmaur,2022,4,179223
himachal-pradesh,hamirpur,2022,4,167686
himachal-pradesh,kullu,2022,4,162922
himachal-pradesh,una,2022,4,154314
himachal-pradesh,bilaspur,2022,4,120345
himachal-pradesh,chamba,2022,4,118985
jammu-&-kashmir,jammu,2018,1,45294
jammu-&-kashmir,srinagar,2018,1,18233
jammu-&-kashmir,baramulla,2018,1,16299
jammu-&-kashmir,budgam,2018,1,11594
jammu-&-kashmir,anantnag,2018,1,11556
jammu-&-kashmir,udhampur,2018,1,8457
jammu-&-kashmir,pulwama,2018,1,8441
jammu-&-kashmir,kathua,2018,1,8039
jammu-&-kashmir,kupwara,2018,1,7254
jammu-&-kashmir,samba,2018,1,6534
jammu-&-kashmir,jammu,2018,2,64681
jammu-&-kashmir,srinagar,2018,2,27035
jammu-&-kashmir,baramulla,2018,2,25870
jammu-&-kashmir,budgam,2018,2,17809
jammu-&-kashmir,anantnag,2018,2,16373
jammu-&-kashmir,pulwama,2018,2,12218
jammu-&-kashmir,udhampur,2018,2,12195
jammu-&-kashmir,kathua,2018,2,11778
jammu-&-kashmir,kupwara,2018,2,11482
jammu-&-kashmir,samba,2018,2,9601
jammu-&-kashmir,jammu,2018,3,86877
jammu-&-kashmir,srinagar,2018,3,35583
jammu-&-kashmir,baramulla,2018,3,31069
jammu-&-kashmir,budgam,2018,3,22301
jammu-&-kashmir,anantnag,2018,3,20234
jammu-&-kashmir,udhampur,2018,3,16058
jammu-&-kashmir,kathua,2018,3,15849
jammu-&-kashmir,kupwara,2018,3,15754
jammu-&-kashmir,pulwama,2018,3,15427
jammu-&-kashmir,samba,2018,3,13304
jammu-&-kashmir,jammu,2018,4,113005
jammu-&-kashmir,srinagar,2018,4,44328
jammu-&-kashmir,baramulla,2018,4,37661
jammu-&-kashmir,budgam,2018,4,27710
jammu-&-kashmir,anantnag,2018,4,24448
jammu-&-kashmir,udhampur,2018,4,21123
jammu-&-kashmir,kathua,2018,4,21030
jammu-&-kashmir,kupwara,2018,4,20492
jammu-&-kashmir,pulwama,2018,4,18846
jammu-&-kashmir,samba,2018,4,17595
jammu-&-kashmir,jammu,2019,1,134408
jammu-&-kashmir,srinagar,2019,1,52762
jammu-&-kashmir,baramulla,2019,1,45150
jammu-&-kashmir,budgam,2019,1,34255
jammu-&-kashmir,anantnag,2019,1,30103
jammu-&-kashmir,kathua,2019,1,25620
jammu-&-kashmir,kupwara,2019,1,25544
jammu-&-kashmir,udhampur,2019,1,25515
jammu-&-kashmir,pulwama,2019,1,23230
jammu-&-kashmir,samba,2019,1,21495
jammu-&-kashmir,jammu,2019,2,160241
jammu-&-kashmir,srinagar,2019,2,62190
jammu-&-kashmir,baramulla,2019,2,53196
jammu-&-kashmir,budgam,2019,2,39965
jammu-&-kashmir,anantnag,2019,2,35488
jammu-&-kashmir,kupwara,2019,2,30791
jammu-&-kashmir,kathua,2019,2,30602
jammu-&-kashmir,udhampur,2019,2,29856
jammu-&-kashmir,pulwama,2019,2,27167
jammu-&-kashmir,samba,2019,2,25990
jammu-&-kashmir,jammu,2019,3,169849
jammu-&-kashmir,srinagar,2019,3,64758
jammu-&-kashmir,baramulla,2019,3,54404
jammu-&-kashmir,budgam,2019,3,41004
jammu-&-kashmir,anantnag,2019,3,36371
jammu-&-kashmir,kupwara,2019,3,32431
jammu-&-kashmir,kathua,2019,3,32213
jammu-&-kashmir,udhampur,2019,3,31297
jammu-&-kashmir,pulwama,2019,3,27963
jammu-&-kashmir,samba,2019,3,27579
jammu-&-kashmir,jammu,2019,4,174858
jammu-&-kashmir,srinagar,2019,4,65611
jammu-&-kashmir,baramulla,2019,4,55042
jammu-&-kashmir,budgam,2019,4,41377
jammu-&-kashmir,anantnag,2019,4,36725
jammu-&-kashmir,kathua,2019,4,33481
jammu-&-kashmir,kupwara,2019,4,33279
jammu-&-kashmir,udhampur,2019,4,32252
jammu-&-kashmir,pulwama,2019,4,28336
jammu-&-kashmir,samba,2019,4,28333
jammu-&-kashmir,jammu,2020,1,191031
jammu-&-kashmir,srinagar,2020,1,70755
jammu-&-kashmir,baramulla,2020,1,59123
jammu-&-kashmir,budgam,2020,1,44636
jammu-&-kashmir,anantnag,2020,1,39513
jammu-&-kashmir,kathua,2020,1,37300
jammu-&-kashmir,kupwara,2020,1,36690
jammu-&-kashmir,udhampur,2020,1,35408
jammu-&-kashmir,samba,2020,1,31570
jammu-&-kashmir,pulwama,2020,1,30796
jammu-&-kashmir,jammu,2020,2,220805
jammu-&-kashmir,srinagar,2020,2,78458
